Review_Title,Review_Text,Verified_Buyer,Review_Date,Review_Location,Review_Upvotes,Review_Downvotes,Product,Brand,Scrape_Date
Would absolutely buy this again,"This product is wonderful! Some masks you have to keep on for at least 10 minutes, this one takes 5 minutes so if you are in a hurry this one is perfect. Also it makes your skin feel extremely soft afterwards. I did have a small breakout after using it for the first time but that just means that it's getting out the impurities.",No,2 years ago,"Orlando, Fl",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Only been using for three,Only been using for three weeks and definitely see a difference in my skin more brighter complexion and my dark spots are fading.,No,5 months ago,Undisclosed,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Not that great,Didn't really notice my skin being that much smoother or softer. Didn't do anything for my pores either.,No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Lasts a long time and this is safe exfoliate for face,Such fine powder that smooths my face. I glow!,Yes,2 years ago,Long Beach,0,0,Daily Microfoliant,Dermalogica,3/27/23
My Favorite Face Wash,"I use this product daily. It's really too expensive, but it dies last a very long time and only takes a small amount. I use it in the evening before bedtime to wash the day off my face. It gently exfoliates without drying. Even though it's pricey, I end up going back to it because it does leave my skin smoother and softer.",Yes,2 years ago,"Poplar Bluff, Missouri",1,0,Daily Microfoliant,Dermalogica,3/27/23
Love this mask,I just used my fingers and rubbed mask on clean damp skin. Left on for 5 mins and then wet fingers and rubbed it into my skin and then rinsed off. My skin was left feeling so soft and smooth and looking great. The texture of the mask has little spheres and it smells great. I would definitely recommend giving it a try!,No,2 years ago,Iowa,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Love this,I use this after cleansing about twice a week... Has improved texture and makes my skin glow. A bit pricey but i would definitely purchase this again.,Yes,4 years ago,Huntsville AL,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
One of my faves,"I like to switch between this and the microfoliant. When I'm seeing more skin issues, the charcoal in this really helps. Don't use too much though!",Yes,3 years ago,NJ,1,0,Daily Superfoliant,Dermalogica,3/27/23
Not as good as essential cleansing solution.,"I was very dissapointed when I learned ECS was discontinued. I have been using it for over 20 years. I asked for a sample of the replacement and do not like it as much as ECS AND it's soooo much more expensive. Come on, really!!!!! I see that many people miss ECS and I hope you will consider bringing it back. I will look elsewhere for now.",No,4 years ago,Portland OR,13,1,Daily Superfoliant,Dermalogica,3/27/23
Great product,"I love this dermalogica creamy cleanser. I have dry skin and a lot of cleansers I use are too harsh on my face but this product leaves my skin soft, smooth and moisturized. I use this cleanser morning and night, it leaves my skin feeling so clean and dehydrated.",No,4 years ago,Iaeger WV,0,0,Daily Superfoliant,Dermalogica,3/27/23
WON'T REGRET PURCHASING,"Noticeable difference in my skin, and I only use it 3-5 times a week. Not going to lie it smells weird, but it leaves the skin feeling so soft. My skin now has a heathy glow to it and no more small bumps!",No,4 years ago,Texas,1,0,Daily Microfoliant,Dermalogica,3/27/23
Great cleanser,It's gentle and leaves my face feeling so nice!,Yes,3 years ago,"Columbus, NJ",1,0,Daily Superfoliant,Dermalogica,3/27/23
Would absolutely buy this again,"This product is wonderful! Some masks you have to keep on for at least 10 minutes, this one takes 5 minutes so if you are in a hurry this one is perfect. Also it makes your skin feel extremely soft afterwards. I did have a small breakout after using it for the first time but that just means that it's getting out the impurities.",No,2 years ago,"Orlando, Fl",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
"love it, will purchase again",so good! holy grail! love the gfiny bubbles popping,No,6 months ago,Undisclosed,0,1,Hydro Masque Exfoliant,Dermalogica,3/27/23
Worth the price!,I use this every other day to exfoliate my face! Does a great job!,Yes,3 years ago,"Frisco, TX",1,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Best Exfoliator!,"I have heard that regular face scrubs are irritating to the skin. This product goes from exfoliator and cleanser and you can control how intense of an exfoliator you need. The less you use , the more gentle. If you need a deeper scrub, you simply add more powder. It is amazing! Leaves my skin feeling incredibly clean but not dried out or irritated. This one is well worth the price tag.",Yes,4 years ago,Chicago,2,0,Daily Microfoliant,Dermalogica,3/27/23
Sweeeeet,Been using this stuff for a while now. It's a gentle yet powerful exfoliant.,No,4 years ago,"Northridge, CA",0,0,Daily Microfoliant,Dermalogica,3/27/23
MY FACIAL SKIN's BFF,"I don't use whitening product anymore so my skin is more natural looking,but with the help of this product, it emphasize the more natural brighter complexion & leaves my skin soft & feeling calm after washing my face. Indeed a product that must be included on my skin ritual every night.",No,2 years ago,Hawaii,2,0,Daily Microfoliant,Dermalogica,3/27/23
I will buy this product again and again!!!!,"I was introduced to this exceptionable product by my skin therapist Day! I had a 20 minute facial, pure heaven, you really need to take sometime for you! Anyway I had some dark spots on my face, so Day said this product three times a week will help to exfoliate those dark spots away!!! LOVE LOVE LOVE this product! Thank you Day for your time!",Yes,6 years ago,"Elk Plain, WA.",0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Foul,WHY oh WHY does this smell sooo bad! It literally smells like sticking your head in a porta potty! Never again! I don't care how well it may work. I'll never know because I cannot stand the smell. I couldn't wash it off fast enough!,No,10 months ago,Illinois,0,2,Daily Superfoliant,Dermalogica,3/27/23
Unbelievably smooth,This product is so nice. Dissolves into a easy to use paste and exfoliates all the dead skin and rough spots!,No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Multivitamin thermafoliant,Great product and your skin feels like silk after use.,No,3 months ago,Undisclosed,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
I will be buying this product again!,I use this every night. It's gentle but effective and helps my skin glow. I love it!,Yes,6 months ago,"Cheyenne, WY",0,0,Daily Microfoliant,Dermalogica,3/27/23
I have this on restock,"I use this every night. I am obsessed! I can tell a great difference in my skin, my pigmentation has gotten so much lighter and I've only been using it for a little over a week now. Leaves my skin feeling so smooth and fresh! I love how gentle it is on my skin. If you haven't tried this stuff you've got to!!!!",No,5 years ago,"Phoenix, AZ",2,0,Daily Superfoliant,Dermalogica,3/27/23
Great,Daily Superfoliant ny Dermalogica works impressively well!! Great for anti aging skin!! My skin is smooth!!,No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
The MUST HAVE product for EVERYONE,"Every person should have this in their beauty regimen. This is a nonabrasive, super exfoliating and brightening daily facial product. I use twice daily after my normal makeup removal/facial cleaning regimen. My skin is soooo smooth and soft and is a great base for applying moisturizer/sunscreen/foundation. The clarity of my skin also improved almost immediately. **Available in a small travel size if you want to try out before committing to the big bottle.",Yes,4 years ago,"Belleair Beach, FL",2,1,Daily Microfoliant,Dermalogica,3/27/23
I love this!,I love this!,No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Feels Greasy!,"I have a facial masque I regularly use that I like a lot. This one felt greasy while on my face. After I washed it off, my face felt slippery until the water dried. I cannot see that I would ever purchase this on my own. I do not see any benefit from owning this product and I would not recommend it to friends, family, or even enemies!",No,2 years ago,"Augusta, GA",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Love this mask,I just used my fingers and rubbed mask on clean damp skin. Left on for 5 mins and then wet fingers and rubbed it into my skin and then rinsed off. My skin was left feeling so soft and smooth and looking great. The texture of the mask has little spheres and it smells great. I would definitely recommend giving it a try!,No,2 years ago,Iowa,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Wonderful masque.,I can't say enough about how much this masque feels. I tend to be dry but can break out at times. My skin feels so hydrated and I rinse it off.,No,1 month ago,Undisclosed,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
LOVE IT! Not too harsh on your skin!,"Easy to use, works great! Glad Ulta employee recommended it to us. My daughter has semi-acne prone skin and has worked GREAT for her. I needed an occasional scrub and this works PERFECT!",Yes,5 years ago,"Central Valley, CA",0,0,Daily Microfoliant,Dermalogica,3/27/23
Treat Yourself!,Warming goodness!,Yes,9 months ago,Undisclosed,0,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
I buy this monthly!,Use in the morning in the shower for face and neck! Great start to the day!,Yes,3 years ago,Oregon,1,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
love this product.,Use it in the shower every day.,Yes,7 years ago,"Rochester, Mi",0,1,Daily Microfoliant,Dermalogica,3/27/23
